example_id                                                       | status | run_time        |
./spec/requests/api/v1/transactions_spec.rb[1:2:2]               | failed | 0.81556 seconds |
./spec/requests/api/v1/transactions_spec.rb[1:3:1]               | failed | 0.82203 seconds |
./spec/requests/api/v1/transactions_spec.rb[1:4:1]               | failed | 1.07 seconds    |
./spec/requests/budgets_api_spec.rb[1:1:1]                       | failed | 0.82997 seconds |
./spec/requests/budgets_api_spec.rb[1:1:2]                       | failed | 2.34 seconds    |
./spec/requests/budgets_api_spec.rb[1:2:1]                       | failed | 0.31834 seconds |
./spec/requests/budgets_api_spec.rb[1:3:1]                       | failed | 0.81757 seconds |
./spec/requests/budgets_api_spec.rb[1:3:2]                       | failed | 0.81611 seconds |
./spec/requests/budgets_api_spec.rb[1:4:1]                       | failed | 0.5758 seconds  |
./spec/requests/budgets_api_spec.rb[1:5:1]                       | failed | 1.15 seconds    |
./spec/requests/debt_payoff_api_spec.rb[1:1:1]                   | failed | 0.56729 seconds |
./spec/requests/debt_payoff_api_spec.rb[1:1:2]                   | failed | 0.31929 seconds |
./spec/requests/debt_payoff_api_spec.rb[1:2:1]                   | failed | 0.61304 seconds |
./spec/requests/debt_payoff_api_spec.rb[1:2:2]                   | failed | 2.36 seconds    |
./spec/requests/debt_payoff_api_spec.rb[1:3:1]                   | failed | 0.31987 seconds |
./spec/requests/debt_payoff_api_spec.rb[1:3:2]                   | failed | 1.32 seconds    |
./spec/requests/debt_payoff_api_spec.rb[1:4:1]                   | failed | 0.32216 seconds |
./spec/requests/debt_payoff_api_spec.rb[1:4:2]                   | failed | 1.9 seconds     |
./spec/requests/debt_payoff_api_spec.rb[1:5:1]                   | failed | 2.89 seconds    |
./spec/requests/debt_payoff_api_spec.rb[1:6:1]                   | failed | 2.38 seconds    |
./spec/requests/dividend_sip_api_spec.rb[1:1:1]                  | failed | 0.5912 seconds  |
./spec/requests/dividend_sip_api_spec.rb[1:1:2]                  | failed | 0.35998 seconds |
./spec/requests/dividend_sip_api_spec.rb[1:2:1]                  | failed | 0.31909 seconds |
./spec/requests/dividend_sip_api_spec.rb[1:3:1]                  | failed | 0.56786 seconds |
./spec/requests/dividend_sip_api_spec.rb[1:3:2]                  | failed | 0.32038 seconds |
./spec/requests/dividend_sip_api_spec.rb[1:4:1]                  | failed | 1.58 seconds    |
./spec/requests/dividend_sip_api_spec.rb[1:5:1]                  | failed | 0.5738 seconds  |
./spec/requests/dividend_sip_api_spec.rb[1:6:1]                  | failed | 0.56902 seconds |
./spec/requests/exports_api_spec.rb[1:1:1]                       | failed | 0.56853 seconds |
./spec/requests/exports_api_spec.rb[1:2:1]                       | failed | 0.82245 seconds |
./spec/requests/exports_api_spec.rb[1:3:1]                       | failed | 1.82 seconds    |
./spec/requests/health_api_spec.rb[1:1:1]                        | passed | 0.40177 seconds |
./spec/requests/health_api_spec.rb[1:1:2]                        | passed | 0.4361 seconds  |
./spec/requests/households_api_spec.rb[1:1:1]                    | failed | 0.57457 seconds |
./spec/requests/households_api_spec.rb[1:1:2]                    | failed | 2.06 seconds    |
./spec/requests/households_api_spec.rb[1:2:1]                    | failed | 0.31989 seconds |
./spec/requests/households_api_spec.rb[1:3:1]                    | failed | 0.82865 seconds |
./spec/requests/households_api_spec.rb[1:3:2]                    | failed | 0.57 seconds    |
./spec/requests/households_api_spec.rb[1:4:1]                    | failed | 4.09 seconds    |
./spec/requests/households_api_spec.rb[1:5:1]                    | failed | 1.32 seconds    |
./spec/requests/journey_api_spec.rb[1:1:1]                       | failed | 0.82796 seconds |
./spec/requests/journey_api_spec.rb[1:1:2]                       | failed | 0.81867 seconds |
./spec/requests/journey_api_spec.rb[1:1:3]                       | failed | 0.56594 seconds |
./spec/requests/journey_api_spec.rb[1:2:1]                       | failed | 0.5692 seconds  |
./spec/requests/journey_api_spec.rb[1:3:1]                       | failed | 0.81752 seconds |
./spec/requests/journey_api_spec.rb[1:3:2]                       | failed | 0.31945 seconds |
./spec/requests/portfolio_api_spec.rb[1:1:1]                     | failed | 0.56597 seconds |
./spec/requests/portfolio_api_spec.rb[1:1:2]                     | failed | 2.32 seconds    |
./spec/requests/portfolio_api_spec.rb[1:2:1]                     | failed | 0.31768 seconds |
./spec/requests/portfolio_api_spec.rb[1:3:1]                     | failed | 0.81861 seconds |
./spec/requests/portfolio_api_spec.rb[1:3:2]                     | failed | 0.56594 seconds |
./spec/requests/portfolio_api_spec.rb[1:4:1]                     | failed | 0.81688 seconds |
./spec/requests/portfolio_api_spec.rb[1:5:1]                     | failed | 0.32279 seconds |
./spec/requests/portfolio_api_spec.rb[1:6:1]                     | failed | 0.31813 seconds |
./spec/requests/recurring_expenses_api_spec.rb[1:1:1]            | failed | 0.61394 seconds |
./spec/requests/recurring_expenses_api_spec.rb[1:1:2]            | failed | 0.57688 seconds |
./spec/requests/recurring_expenses_api_spec.rb[1:2:1]            | failed | 0.8493 seconds  |
./spec/requests/recurring_expenses_api_spec.rb[1:3:1]            | failed | 0.39943 seconds |
./spec/requests/recurring_expenses_api_spec.rb[1:3:2]            | failed | 0.59088 seconds |
./spec/requests/recurring_expenses_api_spec.rb[1:4:1]            | failed | 0.32241 seconds |
./spec/requests/recurring_expenses_api_spec.rb[1:5:1]            | failed | 0.57545 seconds |
./spec/requests/recurring_expenses_api_spec.rb[1:6:1]            | failed | 0.8544 seconds  |
./spec/requests/recurring_expenses_api_spec.rb[1:7:1]            | failed | 0.56709 seconds |
./spec/requests/reports_api_spec.rb[1:1:1]                       | failed | 0.56616 seconds |
./spec/requests/reports_api_spec.rb[1:2:1]                       | failed | 0.31824 seconds |
./spec/requests/reports_api_spec.rb[1:3:1]                       | failed | 1.08 seconds    |
./spec/requests/transactions_api_spec.rb[1:1:1]                  | failed | 0.32256 seconds |
./spec/requests/transactions_api_spec.rb[1:1:2]                  | failed | 1.08 seconds    |
./spec/requests/transactions_api_spec.rb[1:2:1]                  | failed | 1.07 seconds    |
./spec/requests/transactions_api_spec.rb[1:3:1]                  | failed | 0.81874 seconds |
./spec/requests/transactions_api_spec.rb[1:3:2]                  | failed | 0.82425 seconds |
./spec/requests/transactions_api_spec.rb[1:4:1]                  | failed | 0.81891 seconds |
./spec/requests/transactions_api_spec.rb[1:5:1]                  | failed | 0.61492 seconds |
./spec/services/annual_report_service_spec.rb[1:1:1]             | failed | 1.06 seconds    |
./spec/services/annual_report_service_spec.rb[1:1:2]             | failed | 0.82481 seconds |
./spec/services/anomaly_detection_service_spec.rb[1:1:1]         | failed | 0.56854 seconds |
./spec/services/anomaly_detection_service_spec.rb[1:2:1]         | failed | 0.82569 seconds |
./spec/services/cash_flow_forecast_service_spec.rb[1:1:1]        | failed | 1.31 seconds    |
./spec/services/cash_flow_forecast_service_spec.rb[1:2:1]        | failed | 0.573 seconds   |
./spec/services/debt_payoff_service_spec.rb[1:1:1]               | passed | 0.57646 seconds |
./spec/services/debt_payoff_service_spec.rb[1:1:2]               | failed | 0.33043 seconds |
./spec/services/debt_payoff_service_spec.rb[1:1:3]               | passed | 0.57248 seconds |
./spec/services/debt_payoff_service_spec.rb[1:2:1]               | passed | 0.8603 seconds  |
./spec/services/debt_payoff_service_spec.rb[1:2:2]               | passed | 1.6 seconds     |
./spec/services/debt_payoff_service_spec.rb[1:3:1]               | passed | 1.58 seconds    |
./spec/services/debt_payoff_service_spec.rb[1:3:2]               | passed | 0.57501 seconds |
./spec/services/dividend_screener_service_spec.rb[1:1:1]         | passed | 0.31816 seconds |
./spec/services/dividend_screener_service_spec.rb[1:1:2]         | passed | 0.58028 seconds |
./spec/services/dividend_screener_service_spec.rb[1:1:3]         | passed | 0.82782 seconds |
./spec/services/dividend_screener_service_spec.rb[1:1:4:1]       | passed | 0.57672 seconds |
./spec/services/dividend_screener_service_spec.rb[1:2:1]         | passed | 2.34 seconds    |
./spec/services/dividend_screener_service_spec.rb[1:3:1:1]       | passed | 0.32029 seconds |
./spec/services/dividend_screener_service_spec.rb[1:3:2:1]       | passed | 0.32529 seconds |
./spec/services/dividend_sip_service_spec.rb[1:1:1]              | passed | 0.82196 seconds |
./spec/services/dividend_sip_service_spec.rb[1:1:2]              | passed | 0.82361 seconds |
./spec/services/dividend_sip_service_spec.rb[1:1:3]              | passed | 0.82402 seconds |
./spec/services/dividend_sip_service_spec.rb[1:1:4]              | passed | 1.56 seconds    |
./spec/services/dividend_sip_service_spec.rb[1:2:1]              | passed | 0.32194 seconds |
./spec/services/dividend_sip_service_spec.rb[1:3:1]              | passed | 0.56442 seconds |
./spec/services/exchange_rate_service_spec.rb[1:1:1]             | passed | 0.81562 seconds |
./spec/services/exchange_rate_service_spec.rb[1:1:2]             | failed | 0.31767 seconds |
./spec/services/exchange_rate_service_spec.rb[1:2:1]             | passed | 0.81932 seconds |
./spec/services/exchange_rate_service_spec.rb[1:2:2]             | passed | 0.568 seconds   |
./spec/services/exchange_rate_service_spec.rb[1:3:1]             | failed | 2.69 seconds    |
./spec/services/export_service_spec.rb[1:1:1]                    | failed | 0.5705 seconds  |
./spec/services/export_service_spec.rb[1:1:2]                    | failed | 0.85572 seconds |
./spec/services/export_service_spec.rb[1:2:1]                    | failed | 0.57338 seconds |
./spec/services/goal_chart_service_spec.rb[1:1:1]                | failed | 0.56905 seconds |
./spec/services/goal_chart_service_spec.rb[1:2:1]                | failed | 1.06 seconds    |
./spec/services/goal_chart_service_spec.rb[1:3:1]                | failed | 0.56685 seconds |
./spec/services/household_dashboard_service_spec.rb[1:1:1]       | failed | 1.62 seconds    |
./spec/services/household_dashboard_service_spec.rb[1:2:1]       | failed | 1.24 seconds    |
./spec/services/portfolio_service_spec.rb[1:1:1]                 | passed | 2.58 seconds    |
./spec/services/portfolio_service_spec.rb[1:1:2]                 | passed | 0.89172 seconds |
./spec/services/portfolio_service_spec.rb[1:1:3]                 | passed | 0.89372 seconds |
./spec/services/portfolio_service_spec.rb[1:1:4]                 | passed | 0.4172 seconds  |
./spec/services/portfolio_service_spec.rb[1:2:1]                 | passed | 0.59673 seconds |
./spec/services/portfolio_service_spec.rb[1:2:2]                 | passed | 0.38658 seconds |
./spec/services/portfolio_service_spec.rb[1:3:1]                 | passed | 0.83447 seconds |
./spec/services/portfolio_service_spec.rb[1:3:2]                 | passed | 0.39961 seconds |
./spec/services/portfolio_service_spec.rb[1:4:1]                 | passed | 0.39966 seconds |
./spec/services/providers/yahoo_finance_adapter_spec.rb[1:1:1:1] | failed | 0.82625 seconds |
./spec/services/providers/yahoo_finance_adapter_spec.rb[1:1:1:2] | failed | 0.81938 seconds |
./spec/services/providers/yahoo_finance_adapter_spec.rb[1:1:2:1] | failed | 0.57409 seconds |
./spec/services/providers/yahoo_finance_adapter_spec.rb[1:1:3:1] | failed | 0.56875 seconds |
./spec/services/providers/yahoo_finance_adapter_spec.rb[1:2:1:1] | failed | 1.35 seconds    |
./spec/services/providers/yahoo_finance_adapter_spec.rb[1:2:1:2] | failed | 1.84 seconds    |
./spec/services/providers/yahoo_finance_adapter_spec.rb[1:2:2:1] | failed | 0.85538 seconds |
./spec/services/providers/yahoo_finance_adapter_spec.rb[1:3:1:1] | failed | 0.32017 seconds |
./spec/services/providers/yahoo_finance_adapter_spec.rb[1:3:2:1] | failed | 0.57602 seconds |
./spec/services/providers/yahoo_finance_adapter_spec.rb[1:3:3:1] | failed | 0.31852 seconds |
./spec/services/providers/yahoo_finance_adapter_spec.rb[1:4:1]   | failed | 1.07 seconds    |
./spec/services/recurring_expense_service_spec.rb[1:1:1]         | passed | 0.82722 seconds |
./spec/services/recurring_expense_service_spec.rb[1:1:2]         | passed | 1.31 seconds    |
./spec/services/recurring_expense_service_spec.rb[1:1:3]         | passed | 0.56837 seconds |
./spec/services/recurring_expense_service_spec.rb[1:1:4]         | passed | 0.56571 seconds |
./spec/services/recurring_expense_service_spec.rb[1:1:5]         | passed | 1.07 seconds    |
./spec/services/recurring_expense_service_spec.rb[1:1:6]         | passed | 1.31 seconds    |
./spec/services/recurring_expense_service_spec.rb[1:2:1]         | passed | 0.8306 seconds  |
./spec/services/recurring_expense_service_spec.rb[1:3:1]         | passed | 0.56801 seconds |
./spec/services/recurring_expense_service_spec.rb[1:3:2]         | passed | 0.57476 seconds |
./spec/services/wealth_journey_tracker_spec.rb[1:1:1]            | failed | 0.81442 seconds |
./spec/services/wealth_journey_tracker_spec.rb[1:1:2]            | failed | 0.57096 seconds |
./spec/services/wealth_journey_tracker_spec.rb[1:1:3]            | failed | 0.31779 seconds |
./spec/services/wealth_journey_tracker_spec.rb[1:2:1]            | failed | 0.56985 seconds |
./spec/services/wealth_journey_tracker_spec.rb[1:2:2]            | failed | 0.57394 seconds |
./spec/services/wealth_journey_tracker_spec.rb[1:3:1]            | failed | 0.32158 seconds |
./spec/services/wealth_journey_tracker_spec.rb[1:3:2]            | failed | 1.32 seconds    |
./spec/services/wealth_journey_tracker_spec.rb[1:3:3]            | failed | 0.56777 seconds |
./spec/services/wealth_journey_tracker_spec.rb[1:4:1]            | failed | 0.57636 seconds |
./spec/services/wealth_journey_tracker_spec.rb[1:4:2]            | failed | 0.81685 seconds |
./spec/services/wealth_journey_tracker_spec.rb[1:5:1]            | failed | 0.57477 seconds |
